"","date","variant","immEvasionVOC","pointa","lowera","uppera","pointC","lowerC","upperC","refDate"
"364",2021-01-25,"Alpha",0,1.56078729960346,1.43330172027983,1.68827287892709,0.00603071279738293,0.00369506221376567,0.00836636338100019,2020-12-16
"365",2021-01-26,"Alpha",0,1.55058410827317,1.42475810136975,1.67641011517659,0.00614270774496825,0.00377490587391259,0.0085105096160239,2020-12-16
"366",2021-01-27,"Alpha",0,1.70077570603507,1.56250711295777,1.83904429911236,0.00375389283492003,0.00225176528906462,0.00525602038077545,2020-12-16
"367",2021-01-28,"Alpha",0,1.61111187244284,1.46627280346058,1.7559509414251,0.00397868545131052,0.00220033568904037,0.00575703521358066,2020-12-16
"368",2021-01-29,"Alpha",0,1.52573296804341,1.38861217415335,1.66285376193348,0.00433441273745183,0.00247414505018367,0.00619468042471999,2020-12-16
"369",2021-01-30,"Alpha",0,1.67829649757206,1.51640643235563,1.8401865627885,0.00313199564517671,0.00160260447991445,0.00466138681043896,2020-12-16
"370",2021-01-31,"Alpha",0,1.67829649757206,1.51640643235563,1.8401865627885,0.00313199564517671,0.00160260447991445,0.00466138681043896,2020-12-16
"371",2021-02-01,"Alpha",0,1.74633959444334,1.52184549261472,1.97083369627196,0.00189611101439016,0.000612787770377805,0.00317943425840252,2020-12-16
"372",2021-02-02,"Alpha",0,1.5445036684731,1.42021374465263,1.66879359229356,0.00426962171094922,0.00246141098639143,0.00607783243550702,2020-12-16
"373",2021-02-03,"Alpha",0,1.39964815181397,1.32720600935621,1.47209029427172,0.00662898680310018,0.00483974076137704,0.00841823284482331,2020-12-16
"374",2021-02-04,"Alpha",0,1.39964839311456,1.32720632034789,1.47209046588123,0.00662898096960738,0.00483973811516696,0.00841822382404781,2020-12-16
"375",2021-02-05,"Alpha",0,1.39964839311456,1.32720632034789,1.47209046588123,0.00662898096960738,0.00483973811516696,0.00841822382404781,2020-12-16
"376",2021-02-06,"Alpha",0,1.39964839311456,1.32720632034789,1.47209046588123,0.00662898096960738,0.00483973811516696,0.00841822382404781,2020-12-16
"377",2021-02-07,"Alpha",0,1.39964839311456,1.32720632034789,1.47209046588123,0.00662898096960738,0.00483973811516696,0.00841822382404781,2020-12-16
"378",2021-02-08,"Alpha",0,1.39964839311456,1.32720632034789,1.47209046588123,0.00662898096960738,0.00483973811516696,0.00841822382404781,2020-12-16
"379",2021-02-09,"Alpha",0,1.22918700670547,1.16884552920057,1.28952848421038,0.00844726379820476,0.00591247324001407,0.0109820543563954,2020-12-16
"380",2021-02-10,"Alpha",0,1.22918700402975,1.16884552675046,1.28952848130903,0.00844726391821027,0.00591247335445487,0.0109820544819657,2020-12-16
"381",2021-02-11,"Alpha",0,1.22918700402975,1.16884552675046,1.28952848130903,0.00844726391821027,0.00591247335445487,0.0109820544819657,2020-12-16
"382",2021-02-12,"Alpha",0,1.22346436259,1.15779157475089,1.28913715042911,0.00879091869607198,0.00593376441197574,0.0116480729801682,2020-12-16
"383",2021-02-13,"Alpha",0,1.22346436259,1.15779157475089,1.28913715042911,0.00879091869607198,0.00593376441197574,0.0116480729801682,2020-12-16
"384",2021-02-14,"Alpha",0,1.22346436259,1.15779157475089,1.28913715042911,0.00879091869607198,0.00593376441197574,0.0116480729801682,2020-12-16
"385",2021-02-15,"Alpha",0,1.19636575854395,1.12288583714931,1.26984567993859,0.00881378885730831,0.00560973659359811,0.0120178411210185,2020-12-16
"386",2021-02-16,"Alpha",0,1.19636575854395,1.12288583714931,1.26984567993859,0.00881378885730831,0.00560973659359811,0.0120178411210185,2020-12-16
"387",2021-02-17,"Alpha",0,1.19636575854395,1.12288583714931,1.26984567993859,0.00881378885730831,0.00560973659359811,0.0120178411210185,2020-12-16
"388",2021-02-18,"Alpha",0,1.19636575854395,1.12288583714931,1.26984567993859,0.00881378885730831,0.00560973659359811,0.0120178411210185,2020-12-16
"389",2021-02-19,"Alpha",0,1.14224073124825,1.08510615526582,1.19937530723069,0.00918726293963027,0.00602682870304814,0.0123476971762124,2020-12-16
"390",2021-02-20,"Alpha",0,1.14166489667628,1.08414974533449,1.19918004801807,0.00915021053218359,0.00598090699216771,0.0123195140721995,2020-12-16
"391",2021-02-21,"Alpha",0,1.14166489667628,1.08414974533449,1.19918004801807,0.00915021053218359,0.00598090699216771,0.0123195140721995,2020-12-16
"392",2021-02-22,"Alpha",0,1.1342365278867,1.0774405302661,1.1910325255073,0.0103689712560701,0.00693432580881623,0.013803616703324,2020-12-16
"393",2021-02-23,"Alpha",0,1.1342365278867,1.0774405302661,1.1910325255073,0.0103689712560701,0.00693432580881623,0.013803616703324,2020-12-16
"394",2021-02-24,"Alpha",0,1.1342365278867,1.0774405302661,1.1910325255073,0.0103689712560701,0.00693432580881623,0.013803616703324,2020-12-16
"395",2021-02-25,"Alpha",0,1.1342365278867,1.0774405302661,1.1910325255073,0.0103689712560701,0.00693432580881623,0.013803616703324,2020-12-16
"396",2021-02-26,"Alpha",0,1.12831991375053,1.07238583477011,1.18425399273094,0.00997945724153397,0.00654874421407447,0.0134101702689935,2020-12-16
"397",2021-02-27,"Alpha",0,1.16349198768931,1.10684071399503,1.2201432613836,0.0081344410928067,0.00529483175598132,0.0109740504296321,2020-12-16
